case:concept:name|concept:name|start_timestamp|time:timestamp|partner|costs
1|start (03s352c)|2022-05-10 09:24:05.538631|2022-05-10 09:24:05.574631|None|{'total': 0.0}
1|be001 [Transportation] (1arizjy)|2022-05-10 09:24:05.682631|2022-05-10 10:32:41.282211|None|{'material': 0.0, 'personal': 0.0, 'transport': 99.06603193744914, 'vertrieb': 0.0, 'equipment': 0.0}
1|be002 [Transportation] (168fptf)|2022-05-10 09:24:05.682631|2022-05-10 10:31:12.398645|None|{'material': 0.0, 'personal': 0.0, 'transport': 110.76190588171666, 'vertrieb': 0.0, 'equipment': 0.0}
1|be001 [Form] (1mjnx0a)|2022-05-10 10:32:41.390211|2022-05-11 01:16:08.876202|None|{'material': 36.8183044743496, 'personal': 60.641448128413224, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be001 [Reinforce] (13yzgaq)|2022-05-11 02:12:37.152629|2022-05-11 04:00:10.121639|None|{'material': 11.468141747626106, 'personal': 75.17270043756247, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be003 [Transportation] (1f972w1)|2022-05-10 10:32:41.462211|2022-05-10 11:35:50.818657|None|{'material': 0.0, 'personal': 0.0, 'transport': 95.61791354849755, 'vertrieb': 0.0, 'equipment': 0.0}
1|be001 [Concrete] (13eiy6v)|2022-05-11 04:57:04.062479|2022-05-13 10:28:58.472835|None|{'material': 86.59685522633424, 'personal': 65.16910255266414, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be0045 [Transportation] (1xoqapy)|2022-05-10 11:35:50.926657|2022-05-10 12:43:26.390704|None|{'material': 0.0, 'personal': 0.0, 'transport': 86.72211429999993, 'vertrieb': 0.0, 'equipment': 0.0}
1|be002 [Form] (0iiaqxn)|2022-05-13 10:28:58.652835|2022-05-14 00:16:49.643451|None|{'material': 38.9015655553796, 'personal': 69.97500697867355, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be003 [Form] (0iuggzz)|2022-05-13 10:28:58.652835|2022-05-13 20:24:20.082934|None|{'material': 36.39392980201167, 'personal': 59.71999128944544, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be006 [Transportation] (02kxxij)|2022-05-10 12:43:26.498704|2022-05-10 13:50:11.663175|None|{'material': 0.0, 'personal': 0.0, 'transport': 99.6370552198496, 'vertrieb': 0.0, 'equipment': 0.0}
1|be002 [Reinforce] (1lhgiq1)|2022-05-14 01:17:33.623872|2022-05-14 02:58:51.715481|None|{'material': 12.829297655756523, 'personal': 66.21689371986704, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be003 [Reinforce] (0m0k0jc)|2022-05-13 21:25:36.247251|2022-05-13 23:11:33.891479|None|{'material': 12.427942784051723, 'personal': 73.86401999623772, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be002 [Concrete] (0fww053)|2022-05-14 03:58:40.328642|2022-05-16 00:09:59.847153|None|{'material': 81.02854425776161, 'personal': 68.23886755146746, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be003 [Concrete] (14125li)|2022-05-14 00:13:19.847600|2022-05-15 23:37:40.646762|None|{'material': 97.72496687466206, 'personal': 61.45381182890311, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be008 [Transportation] (1t4z8pm)|2022-05-10 13:50:11.771175|2022-05-10 14:56:42.716407|None|{'material': 0.0, 'personal': 0.0, 'transport': 102.33769868730944, 'vertrieb': 0.0, 'equipment': 0.0}
1|be009 [Transportation] (0ailuot)|2022-05-10 14:56:42.824407|2022-05-10 16:08:18.430625|None|{'material': 0.0, 'personal': 0.0, 'transport': 88.1265456283193, 'vertrieb': 0.0, 'equipment': 0.0}
1|be006 [AC_Adjust] (0lc3qvm)|2022-05-16 00:10:00.099153|2022-05-16 01:07:20.253431|None|{'material': 0.0, 'personal': 16.870699166160716, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be0045 [AC_Adjust] (0yu3ix4)|2022-05-16 00:10:00.099153|2022-05-16 01:12:20.921787|None|{'material': 0.0, 'personal': 15.114879578995021, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be010 [Transportation] (0e512lu)|2022-05-10 16:08:18.538625|2022-05-10 17:17:14.883966|None|{'material': 0.0, 'personal': 0.0, 'transport': 76.77281012097842, 'vertrieb': 0.0, 'equipment': 0.0}
1|be006 [Fix] (148puw4)|2022-05-16 01:13:26.968256|2022-05-16 02:12:36.588397|None|{'material': 0.0, 'personal': 15.253335436487276, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be0045 [Fix] (0lfh694)|2022-05-16 01:18:12.358151|2022-05-16 02:22:28.811088|None|{'material': 0.0, 'personal': 17.04089783515075, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be011 [Transportation] (0sw9g98)|2022-05-10 17:17:14.991966|2022-05-10 18:24:32.376189|None|{'material': 0.0, 'personal': 0.0, 'transport': 112.73843662025774, 'vertrieb': 0.0, 'equipment': 0.0}
1|be010 [AC_Adjust] (1f4m7i4)|2022-05-16 02:28:35.291891|2022-05-16 03:29:05.312484|None|{'material': 0.0, 'personal': 15.976961752747448, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be009 [AC_Adjust] (16usk1d)|2022-05-16 02:28:35.291891|2022-05-16 03:23:00.825561|None|{'material': 0.0, 'personal': 15.327541308158796, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be008 [AC_Adjust] (0p135hb)|2022-05-16 02:28:35.291891|2022-05-16 03:28:17.768724|None|{'material': 0.0, 'personal': 18.87868848921489, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be012 [Transportation] (0ef9ec3)|2022-05-10 18:24:32.484189|2022-05-10 19:29:15.238181|None|{'material': 0.0, 'personal': 0.0, 'transport': 97.04133663318899, 'vertrieb': 0.0, 'equipment': 0.0}
1|be010 [Fix] (1rhfk1b)|2022-05-16 03:34:41.632658|2022-05-16 04:36:36.844948|None|{'material': 0.0, 'personal': 15.270309866070358, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be009 [Fix] (0ov7zmi)|2022-05-16 03:29:25.294710|2022-05-16 04:24:31.790586|None|{'material': 0.0, 'personal': 16.3285551423955, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be008 [Fix] (0aidik3)|2022-05-16 03:34:48.568580|2022-05-16 04:36:05.317921|None|{'material': 0.0, 'personal': 18.96215877476506, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be013 [Transportation] (18ywiz5)|2022-05-10 19:29:15.346181|2022-05-10 20:37:43.081018|None|{'material': 0.0, 'personal': 0.0, 'transport': 105.19441630907343, 'vertrieb': 0.0, 'equipment': 0.0}
1|be011 [AC_Adjust] (1cjihaa)|2022-05-16 04:42:35.834321|2022-05-16 05:41:55.419269|None|{'material': 0.0, 'personal': 14.457092964925923, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be012 [AC_Adjust] (0qdjcig)|2022-05-16 04:42:35.834321|2022-05-16 05:42:03.227119|None|{'material': 0.0, 'personal': 14.906018981831517, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be014 [Transportation] (1pvwqs0)|2022-05-10 20:37:43.189018|2022-05-10 21:40:41.521753|None|{'material': 0.0, 'personal': 0.0, 'transport': 101.28507853226071, 'vertrieb': 0.0, 'equipment': 0.0}
1|be011 [Fix] (12zfp1a)|2022-05-16 05:47:59.074158|2022-05-16 06:40:49.704727|None|{'material': 0.0, 'personal': 16.98367773559532, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be012 [Fix] (1laiyry)|2022-05-16 05:48:19.025881|2022-05-16 06:44:34.654242|None|{'material': 0.0, 'personal': 17.337722318403298, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be013 [AC_Adjust] (1t2w2f6)|2022-05-16 04:42:35.834321|2022-05-16 05:43:58.085712|None|{'material': 0.0, 'personal': 14.938538175178069, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be013 [Fix] (0dde9j3)|2022-05-16 05:49:56.523697|2022-05-16 06:47:42.657183|None|{'material': 0.0, 'personal': 17.30725314632334, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be015 [Transportation] (0sbtnfs)|2022-05-10 21:40:41.629753|2022-05-10 22:43:15.347723|None|{'material': 0.0, 'personal': 0.0, 'transport': 104.97379752642071, 'vertrieb': 0.0, 'equipment': 0.0}
1|be014 [AC_Adjust] (142amyw)|2022-05-16 04:42:35.834321|2022-05-16 05:43:41.350127|None|{'material': 0.0, 'personal': 14.980544020431243, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be014 [Fix] (11t8e6c)|2022-05-16 05:49:34.857500|2022-05-16 06:49:35.665451|None|{'material': 0.0, 'personal': 16.44849862814031, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be016 [Transportation] (1fl9lbh)|2022-05-10 22:43:15.455723|2022-05-10 23:48:02.109592|None|{'material': 0.0, 'personal': 0.0, 'transport': 105.26152539310043, 'vertrieb': 0.0, 'equipment': 0.0}
1|be017 [Transportation] (0xpwpmn)|2022-05-10 23:48:02.217592|2022-05-11 00:58:54.170507|None|{'material': 0.0, 'personal': 0.0, 'transport': 110.30192518158063, 'vertrieb': 0.0, 'equipment': 0.0}
1|be015 [AC_Adjust] (0vi1myl)|2022-05-16 06:55:28.339345|2022-05-16 07:58:04.300813|None|{'material': 0.0, 'personal': 15.885522485324291, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be016 [AC_Adjust] (0efv0hq)|2022-05-16 06:55:28.339345|2022-05-16 07:57:34.673172|None|{'material': 0.0, 'personal': 17.138053492859378, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be015 [Fix] (182rs14)|2022-05-16 08:04:29.355378|2022-05-16 08:59:51.261204|None|{'material': 0.0, 'personal': 14.601731378982914, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be016 [Fix] (05lycpx)|2022-05-16 08:02:47.555127|2022-05-16 09:04:17.296274|None|{'material': 0.0, 'personal': 15.628785462031844, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be018 [Transportation] (0b2p3a7)|2022-05-11 00:58:54.278507|2022-05-11 02:05:24.309511|None|{'material': 0.0, 'personal': 0.0, 'transport': 115.22188879794459, 'vertrieb': 0.0, 'equipment': 0.0}
1|be017 [AC_Adjust] (0ck7v5n)|2022-05-16 06:55:28.339345|2022-05-16 07:59:44.254107|None|{'material': 0.0, 'personal': 15.690873923514975, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be017 [Fix] (1jgte7u)|2022-05-16 08:05:23.321074|2022-05-16 09:04:22.118455|None|{'material': 0.0, 'personal': 13.26079772565017, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be019 [Transportation] (17dttoh)|2022-05-11 02:05:24.417511|2022-05-11 03:11:38.881639|None|{'material': 0.0, 'personal': 0.0, 'transport': 107.70943751634513, 'vertrieb': 0.0, 'equipment': 0.0}
1|be018 [AC_Adjust] (17ez51n)|2022-05-16 06:55:28.339345|2022-05-16 07:54:43.936958|None|{'material': 0.0, 'personal': 15.504359672274411, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be018 [Fix] (1khv966)|2022-05-16 08:00:28.599717|2022-05-16 09:02:31.507562|None|{'material': 0.0, 'personal': 19.51315420320567, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be020 [Transportation] (12hhf5x)|2022-05-11 03:11:38.989639|2022-05-11 04:16:47.755872|None|{'material': 0.0, 'personal': 0.0, 'transport': 105.35675488472542, 'vertrieb': 0.0, 'equipment': 0.0}
1|be019 [AC_Adjust] (1qemd4m)|2022-05-16 06:55:28.339345|2022-05-16 07:57:44.536798|None|{'material': 0.0, 'personal': 16.121328467618994, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be019 [Fix] (05jz7a1)|2022-05-16 08:03:59.361298|2022-05-16 09:08:02.223784|None|{'material': 0.0, 'personal': 16.822973202487525, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be021 [Transportation] (1di9wod)|2022-05-11 04:16:47.863872|2022-05-11 05:25:13.992528|None|{'material': 0.0, 'personal': 0.0, 'transport': 95.59205539838516, 'vertrieb': 0.0, 'equipment': 0.0}
1|be020 [AC_Adjust] (0wt6kuc)|2022-05-16 06:55:28.339345|2022-05-16 07:55:42.378090|None|{'material': 0.0, 'personal': 15.25361083653572, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be020 [Fix] (1pdn5qw)|2022-05-16 08:02:11.438035|2022-05-16 09:04:47.585141|None|{'material': 0.0, 'personal': 18.944609822995222, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be022 [Transportation] (02r9vu4)|2022-05-11 05:25:14.100528|2022-05-11 06:31:58.418660|None|{'material': 0.0, 'personal': 0.0, 'transport': 98.10280753764401, 'vertrieb': 0.0, 'equipment': 0.0}
1|be021 [AC_Adjust] (15ute94)|2022-05-16 06:55:28.339345|2022-05-16 08:01:45.724480|None|{'material': 0.0, 'personal': 18.395965476875144, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be021 [Fix] (0q0301q)|2022-05-16 08:06:47.975839|2022-05-16 09:02:50.341142|None|{'material': 0.0, 'personal': 16.262244509196854, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be023 [Transportation] (19pabpl)|2022-05-11 06:31:58.526660|2022-05-11 07:37:24.423379|None|{'material': 0.0, 'personal': 0.0, 'transport': 105.90934187251567, 'vertrieb': 0.0, 'equipment': 0.0}
1|be022 [AC_Adjust] (0vvluzm)|2022-05-16 06:55:28.339345|2022-05-16 07:57:04.401934|None|{'material': 0.0, 'personal': 14.308639819826244, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be022 [Fix] (17b50pu)|2022-05-16 08:03:35.452794|2022-05-16 09:02:22.258968|None|{'material': 0.0, 'personal': 16.733984461507724, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be023 [AC_Adjust] (19wkg03)|2022-05-16 06:55:28.339345|2022-05-16 07:54:35.399026|None|{'material': 0.0, 'personal': 13.96033434970836, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1|be023 [Fix] (0x4q7kw)|2022-05-16 08:00:45.636678|2022-05-16 09:04:14.290521|None|{'material': 0.0, 'personal': 15.830419874989607, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
1| (End)|2022-05-16 09:14:02.384511|2022-05-16 09:14:02.420511||{'total': 0.0}
2|start (03s352c)|2022-05-10 09:24:05.570545|2022-05-10 09:24:05.606545|None|{'total': 0.0}
2|be001 [Transportation] (1arizjy)|2022-05-10 09:24:05.714545|2022-05-10 10:25:02.918568|None|{'material': 0.0, 'personal': 0.0, 'transport': 82.04434528090722, 'vertrieb': 0.0, 'equipment': 0.0}
2|be002 [Transportation] (168fptf)|2022-05-10 09:24:05.714545|2022-05-10 10:26:31.447266|None|{'material': 0.0, 'personal': 0.0, 'transport': 93.50214508452416, 'vertrieb': 0.0, 'equipment': 0.0}
2|be001 [Form] (1mjnx0a)|2022-05-10 10:25:03.026568|2022-05-11 01:18:52.822027|None|{'material': 42.072985949611784, 'personal': 51.7958146449942, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
2|be001 [Reinforce] (13yzgaq)|2022-05-11 02:23:01.554058|2022-05-11 03:47:07.489079|None|{'material': 11.862582838915852, 'personal': 65.35665932694687, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
2|be003 [Transportation] (1f972w1)|2022-05-10 10:26:31.555266|2022-05-10 11:34:23.567886|None|{'material': 0.0, 'personal': 0.0, 'transport': 93.28770601354779, 'vertrieb': 0.0, 'equipment': 0.0}
2|be001 [Concrete] (13eiy6v)|2022-05-11 04:47:47.985871|2022-05-12 19:48:23.114122|None|{'material': 99.59391641418115, 'personal': 60.47025666637734, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
2|be0045 [Transportation] (1xoqapy)|2022-05-10 11:34:23.675886|2022-05-10 12:46:49.635136|None|{'material': 0.0, 'personal': 0.0, 'transport': 94.91274515783684, 'vertrieb': 0.0, 'equipment': 0.0}
2|be002 [Form] (0iiaqxn)|2022-05-12 19:48:23.294122|2022-05-13 12:55:09.798988|None|{'material': 38.38862406543059, 'personal': 58.7556446411943, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
2|be003 [Form] (0iuggzz)|2022-05-12 19:48:23.294122|2022-05-13 10:26:50.486830|None|{'material': 42.69204959432715, 'personal': 51.46750662896143, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
2|be006 [Transportation] (02kxxij)|2022-05-10 12:46:49.743136|2022-05-10 14:00:16.412972|None|{'material': 0.0, 'personal': 0.0, 'transport': 108.77619269307918, 'vertrieb': 0.0, 'equipment': 0.0}
2|be002 [Reinforce] (1lhgiq1)|2022-05-13 14:00:12.893347|2022-05-13 15:19:52.919918|None|{'material': 12.856860929796587, 'personal': 50.58278772824753, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
2|be003 [Reinforce] (0m0k0jc)|2022-05-13 11:23:57.742751|2022-05-13 12:32:47.915256|None|{'material': 12.662565357969882, 'personal': 50.23831918983254, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
2|be002 [Concrete] (0fww053)|2022-05-13 16:21:00.720561|2022-05-15 19:57:39.822954|None|{'material': 86.6082056933985, 'personal': 53.860831373026, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
2|be003 [Concrete] (14125li)|2022-05-13 13:33:29.977327|2022-05-15 20:31:20.336409|None|{'material': 88.40110648808381, 'personal': 58.627670078449526, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
2|be008 [Transportation] (1t4z8pm)|2022-05-10 14:00:16.520972|2022-05-10 15:07:38.940378|None|{'material': 0.0, 'personal': 0.0, 'transport': 96.70194378381531, 'vertrieb': 0.0, 'equipment': 0.0}
2|be009 [Transportation] (0ailuot)|2022-05-10 15:07:39.048378|2022-05-10 16:14:31.606624|None|{'material': 0.0, 'personal': 0.0, 'transport': 99.88829739344449, 'vertrieb': 0.0, 'equipment': 0.0}
2|be006 [AC_Adjust] (0lc3qvm)|2022-05-15 20:31:20.588409|2022-05-15 21:36:57.511535|None|{'material': 0.0, 'personal': 16.28171901744397, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
2|be0045 [AC_Adjust] (0yu3ix4)|2022-05-15 20:31:20.588409|2022-05-15 21:33:46.533519|None|{'material': 0.0, 'personal': 18.462740208789004, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
2|be010 [Transportation] (0e512lu)|2022-05-10 16:14:31.714624|2022-05-10 17:23:40.204753|None|{'material': 0.0, 'personal': 0.0, 'transport': 122.8398423677834, 'vertrieb': 0.0, 'equipment': 0.0}
2|be006 [Fix] (148puw4)|2022-05-15 21:43:02.156055|2022-05-15 22:41:22.471725|None|{'material': 0.0, 'personal': 14.85154406857386, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
2|be0045 [Fix] (0lfh694)|2022-05-15 21:40:16.328411|2022-05-15 22:40:54.789999|None|{'material': 0.0, 'personal': 12.327276307094248, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
2|be011 [Transportation] (0sw9g98)|2022-05-10 17:23:40.312753|2022-05-10 18:27:23.467595|None|{'material': 0.0, 'personal': 0.0, 'transport': 114.83377732045966, 'vertrieb': 0.0, 'equipment': 0.0}
2|be010 [AC_Adjust] (1f4m7i4)|2022-05-15 22:47:22.767445|2022-05-15 23:46:46.019762|None|{'material': 0.0, 'personal': 15.775394284615748, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
2|be009 [AC_Adjust] (16usk1d)|2022-05-15 22:47:22.767445|2022-05-15 23:42:56.880360|None|{'material': 0.0, 'personal': 16.533157789490588, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
2|be008 [AC_Adjust] (0p135hb)|2022-05-15 22:47:22.767445|2022-05-15 23:48:18.673299|None|{'material': 0.0, 'personal': 17.68757863168585, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
2|be012 [Transportation] (0ef9ec3)|2022-05-10 18:27:23.575595|2022-05-10 19:32:59.410662|None|{'material': 0.0, 'personal': 0.0, 'transport': 115.13152425823611, 'vertrieb': 0.0, 'equipment': 0.0}
2|be010 [Fix] (1rhfk1b)|2022-05-15 23:52:46.661354|2022-05-16 00:51:00.738982|None|{'material': 0.0, 'personal': 16.384565679276903, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
2|be009 [Fix] (0ov7zmi)|2022-05-15 23:49:13.280726|2022-05-16 00:52:47.599177|None|{'material': 0.0, 'personal': 17.025297015921463, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
2|be008 [Fix] (0aidik3)|2022-05-15 23:54:23.445935|2022-05-16 00:53:39.926542|None|{'material': 0.0, 'personal': 15.592001807330291, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
2|be013 [Transportation] (18ywiz5)|2022-05-10 19:32:59.518662|2022-05-10 20:37:09.821379|None|{'material': 0.0, 'personal': 0.0, 'transport': 88.35282864723536, 'vertrieb': 0.0, 'equipment': 0.0}
2|be011 [AC_Adjust] (1cjihaa)|2022-05-16 00:59:34.902303|2022-05-16 02:02:48.327682|None|{'material': 0.0, 'personal': 15.219218285257394, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
2|be012 [AC_Adjust] (0qdjcig)|2022-05-16 00:59:34.902303|2022-05-16 02:00:29.729567|None|{'material': 0.0, 'personal': 20.102301621266832, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
2|be014 [Transportation] (1pvwqs0)|2022-05-10 20:37:09.929379|2022-05-10 21:45:03.325433|None|{'material': 0.0, 'personal': 0.0, 'transport': 102.50567562207368, 'vertrieb': 0.0, 'equipment': 0.0}
2|be011 [Fix] (12zfp1a)|2022-05-16 02:08:28.656563|2022-05-16 03:13:48.644840|None|{'material': 0.0, 'personal': 16.175408511312423, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
2|be012 [Fix] (1laiyry)|2022-05-16 02:07:01.737931|2022-05-16 03:04:38.370814|None|{'material': 0.0, 'personal': 17.64798839913712, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
2|be013 [AC_Adjust] (1t2w2f6)|2022-05-16 00:59:34.902303|2022-05-16 01:58:38.758579|None|{'material': 0.0, 'personal': 14.532140081871814, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
2|be013 [Fix] (0dde9j3)|2022-05-16 02:04:52.118532|2022-05-16 03:08:44.151559|None|{'material': 0.0, 'personal': 18.544493019832387, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
2|be015 [Transportation] (0sbtnfs)|2022-05-10 21:45:03.433433|2022-05-10 22:51:02.536480|None|{'material': 0.0, 'personal': 0.0, 'transport': 108.91455193576569, 'vertrieb': 0.0, 'equipment': 0.0}
2|be014 [AC_Adjust] (142amyw)|2022-05-16 00:59:34.902303|2022-05-16 01:54:22.114772|None|{'material': 0.0, 'personal': 17.04693516835232, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
2|be014 [Fix] (11t8e6c)|2022-05-16 02:00:43.226663|2022-05-16 03:02:57.661849|None|{'material': 0.0, 'personal': 19.96896608643847, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
2|be016 [Transportation] (1fl9lbh)|2022-05-10 22:51:02.644480|2022-05-11 00:02:38.311932|None|{'material': 0.0, 'personal': 0.0, 'transport': 96.45333823285797, 'vertrieb': 0.0, 'equipment': 0.0}
2|be017 [Transportation] (0xpwpmn)|2022-05-11 00:02:38.419932|2022-05-11 01:02:13.062859|None|{'material': 0.0, 'personal': 0.0, 'transport': 98.01766397772354, 'vertrieb': 0.0, 'equipment': 0.0}
2|be015 [AC_Adjust] (0vi1myl)|2022-05-16 03:19:40.176506|2022-05-16 04:19:43.915070|None|{'material': 0.0, 'personal': 17.084833003856275, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
2|be016 [AC_Adjust] (0efv0hq)|2022-05-16 03:19:40.176506|2022-05-16 04:18:35.390398|None|{'material': 0.0, 'personal': 17.11958924771689, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
2|be015 [Fix] (182rs14)|2022-05-16 04:25:38.707895|2022-05-16 05:27:24.497402|None|{'material': 0.0, 'personal': 13.669350498170896, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
2|be016 [Fix] (05lycpx)|2022-05-16 04:24:51.405032|2022-05-16 05:21:55.329453|None|{'material': 0.0, 'personal': 17.342309766079357, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
2|be018 [Transportation] (0b2p3a7)|2022-05-11 01:02:13.170859|2022-05-11 02:08:55.105323|None|{'material': 0.0, 'personal': 0.0, 'transport': 83.59483794514563, 'vertrieb': 0.0, 'equipment': 0.0}
2|be017 [AC_Adjust] (0ck7v5n)|2022-05-16 03:19:40.176506|2022-05-16 04:17:08.928565|None|{'material': 0.0, 'personal': 14.214382734315139, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
2|be017 [Fix] (1jgte7u)|2022-05-16 04:23:35.805075|2022-05-16 05:25:18.508947|None|{'material': 0.0, 'personal': 14.43243729658394, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
2|be019 [Transportation] (17dttoh)|2022-05-11 02:08:55.213323|2022-05-11 03:11:08.013508|None|{'material': 0.0, 'personal': 0.0, 'transport': 96.73462340734692, 'vertrieb': 0.0, 'equipment': 0.0}
2|be018 [AC_Adjust] (17ez51n)|2022-05-16 03:19:40.176506|2022-05-16 04:17:43.294325|None|{'material': 0.0, 'personal': 16.135678128105216, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
2|be018 [Fix] (1khv966)|2022-05-16 04:23:23.533405|2022-05-16 05:16:27.554297|None|{'material': 0.0, 'personal': 14.760132049609698, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
2|be020 [Transportation] (12hhf5x)|2022-05-11 03:11:08.121508|2022-05-11 04:18:52.426429|None|{'material': 0.0, 'personal': 0.0, 'transport': 93.46364015177193, 'vertrieb': 0.0, 'equipment': 0.0}
2|be019 [AC_Adjust] (1qemd4m)|2022-05-16 03:19:40.176506|2022-05-16 04:25:51.804738|None|{'material': 0.0, 'personal': 16.98027876082511, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
2|be019 [Fix] (05jz7a1)|2022-05-16 04:32:29.282625|2022-05-16 05:33:36.271432|None|{'material': 0.0, 'personal': 15.359255512113561, 'transport': 0.0, 'vertrieb': 0.0, 'equipment': 0.0}
2|be021 [Transportation] (1di9wod)|2022-05-11 04:18:52.534429|2022-05-11 05:25:43.671305|None|{'material': 0.0, 'personal': 0.0, 'transport': 99.97566063256585, 'vertrieb': 0.0, 'equipment': 0.0}
